"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 05 19:24:59 GMT 2022","Sun Jun 05 19:25:01 GMT 2022","2011","test_t4.test_common_bases","test_2_choice_pipeline","","","","test_choice_pipeline","
    1) Авторизация в системе T4MP.v2
    2) Выбор пайплайна и МП
    "
"passed","Sun Jun 05 19:25:16 GMT 2022","Sun Jun 05 19:25:20 GMT 2022","4300","test_t4.test_common_bases","test_5_base_click_published","","","","test_base_click_published","
    1) Авторизация в системе T4MP.v2
    2) Выбор пайплайна и МП
    3) Открытие ""Published products""
    4) Открытие 1-ой карточки товаров из списка
    5) Возврат на страницу ""Published products""
    6) Возврат на страницу кубиков
    "
"passed","Sun Jun 05 19:25:03 GMT 2022","Sun Jun 05 19:25:07 GMT 2022","4277","test_t4.test_common_bases","test_3_base_click_product_feed","","","","test_base_click_product_feed","
    1) Авторизация в системе T4MP.v2
    2) Выбор пайплайна и МП
    3) Открытие ""Product feed""
    4) Открытие 1-ой карточки товаров из списка
    5) Возврат на страницу ""Product feed""
    6) Возврат на страницу кубиков
    "
"passed","Sun Jun 05 19:24:56 GMT 2022","Sun Jun 05 19:24:56 GMT 2022","893","test_t4.test_common_bases","test_1_login","","","","test_login","
    1) Авторизация в системе T4MP.v2
    2) Переход к листингу пайплайнов
    "
"passed","Sun Jun 05 19:25:09 GMT 2022","Sun Jun 05 19:25:14 GMT 2022","4361","test_t4.test_common_bases","test_4_base_click_edit_product","","","","test_base_click_edit_product","
    1) Авторизация в системе T4MP.v2
    2) Выбор пайплайна и МП
    3) Открытие ""Edit products""
    4) Открытие 1-ой карточки товаров из списка
    5) Возврат на страницу ""Edit products""
    6) Возврат на страницу кубиков
    "
